0.002,0,0,0,0,0
0.004,0.15,0,0,0.22,0.09
0.006,0.3,0,0,0.69,0.42
0.008,0.45,0,0.75,1.43,1.05
0.01,0.6,0,1.32,2.39,1.95
0.012,0.75,0,2.69,3.58,3.08
0.014,0.9,0,3.67,4.95,4.41
0.016,1.05,0,5.54,6.49,5.94
0.018,1.2,0.77,6.8,8.19,7.62
0.02,1.35,1.15,9.1,10.02,9.45
0.022,1.5,2.3,10.55,11.97,11.41
0.026,1.8,4.99,14.75,16.19,15.66
0.03,2.1,8.82,19.3,20.75,20.26
0.034,2.4,12.66,24.11,25.58,25.14
0.038,2.69,19.17,29.1,30.62,30.22
0.042,2.98,26.08,34.2,35.82,35.47
0.046,3.28,29.91,39.36,41.14,40.84
0.05,3.56,31.06,44.53,46.55,46.3
0.054,3.85,35.28,49.67,52.02,51.81
0.058,4.14,42.57,54.73,57.54,57.37
0.062,4.42,52.54,59.65,63.08,62.94
0.066,4.7,54.84,64.38,68.62,68.51
0.07,4.97,61.36,68.86,74.16,74.08
0.074,5.25,70.18,73.01,79.69,79.62
0.078,5.51,72.86,76.75,85.18,85.14
0.082,5.78,80.92,79.94,90.65,90.62
0.086,6.04,84.75,82.46,96.07,96.06
0.09,6.3,92.04,84.12,101.44,101.44
0.094,6.56,96.26,84.69,106.76,106.77
0.098,6.81,103.93,83.88,112.02,112.04
0.102,7.05,110.06,81.34,117.21,117.25
0.106,7.3,111.98,76.59,122.34,122.38
0.11,7.53,120.03,69.05,127.39,127.44
0.114,7.76,126.55,57.96,132.36,132.42
0.118,7.99,130,42.37,137.26,137.33
0.122,8.21,136.52,21.05,142.07,142.14
0.126,8.43,141.89,-7.55,146.79,146.87
0.13,8.64,146.5,-45.4,151.42,151.5
0.134,8.85,149.56,-95.04,155.95,156.04
0.138,9.05,155.7,-159.69,160.39,160.48
0.142,9.25,161.07,-243.44,164.73,164.83
0.146,9.44,166.05,-351.52,168.96,169.06
0.15,9.62,164.14,-490.6,173.09,173.2
0.154,9.8,167.2,-669.19,177.11,177.22
0.158,9.97,173.72,-898.12,181.01,181.13
0.162,10.13,179.09,-1191.21,184.81,184.92
0.166,10.29,184.08,-1566.07,188.48,188.6
0.17,10.44,189.06,-2045.18,192.04,192.16
0.174,10.59,192.51,-2657.18,195.48,195.6
0.178,10.73,195.2,-3438.57,198.79,198.92
0.182,10.86,196.73,-4435.94,201.98,202.11
0.186,10.98,212.07,-5708.65,205.04,205.17
0.19,11.1,206.32,-7332.4,207.97,208.1
0.194,11.21,209.77,-9403.71,210.77,210.91
0.198,11.32,211.31,-12045.67,213.43,213.57
0.202,11.41,215.14,-15415.18,215.96,216.11
0.206,11.5,219.74,-19712.34,218.36,218.5
0.21,11.58,225.11,-25192.28,220.61,220.76
0.214,11.66,235.08,-32180.27,222.73,222.88
0.218,11.73,228.95,-41091.1,224.71,224.86
0.222,11.79,228.56,-52453.61,226.54,226.7
0.226,11.84,229.71,-66942.13,228.23,228.39
0.23,11.89,231.63,-85416.46,229.78,229.94
0.234,11.92,235.47,-108972.88,231.19,231.34
0.238,11.95,238.53,-139009.23,232.44,232.6
0.242,11.98,249.27,-177307.84,233.55,233.71
0.246,11.99,236.23,-226141.27,234.51,234.67
0.25,12,236.23,-288407.16,235.33,235.49
0.254,12,238.53,-367800.19,235.99,236.16
0.258,11.99,240.07,-469031.31,236.51,236.67
0.262,11.98,240.07,-598107.25,236.88,237.04
0.266,11.95,233.55,-762686.81,237.1,237.26
0.27,11.92,240.07,-972535.69,237.16,237.33
0.274,11.89,244.67,-1240105.38,237.08,237.25
0.278,11.84,242.75,-1581272.62,236.85,237.01
0.282,11.79,241.99,-2016281,236.47,236.63
0.286,11.73,244.29,-2570942,235.93,236.1
0.29,11.66,245.44,-3278167.5,235.25,235.42
0.294,11.58,254.64,-4179921.25,234.43,234.59
0.298,11.5,239.3,-5329710.5,233.45,233.61
0.302,11.41,237.77,-6795758.5,232.32,232.49
0.306,11.32,237.38,-8665056,231.05,231.22
0.31,11.21,238.92,-11048520,229.64,229.8
0.314,11.1,233.93,-14087576,228.08,228.24
0.318,10.98,232.01,-17962550,226.37,226.53
0.322,10.86,228.56,-22903368,224.52,224.68
0.326,10.73,230.86,-29203200,222.53,222.69
0.33,10.59,229.71,-37235856,220.4,220.56
0.334,10.44,227.41,-47477960,218.13,218.29
0.338,10.29,222.81,-60537248,215.72,215.88
0.342,10.13,222.04,-77188608,213.18,213.33
0.346,9.97,208.24,-98420064,210.5,210.65
0.35,9.8,210.16,-125491416,207.69,207.84
0.354,9.62,210.92,-160008976,204.74,204.89
0.358,9.44,208.62,-204020896,201.67,201.82
0.362,9.25,205.55,-260138656,198.47,198.62
0.366,9.05,204.02,-331692096,195.14,195.29
0.37,8.85,199.42,-422926912,191.7,191.84
0.374,8.64,193.67,-539256704,188.13,188.27
0.378,8.43,199.8,-687584000,184.44,184.58
